Order_ID,Order_Date,Order_Priority,Ord_id,Ship_Mode,Ship_Date,Ship_id,_merge
5601,2012-05-01,HIGH,Ord_1335,REGULAR AIR,2012-06-01,SHP_1836,both
5760,2009-05-24,NOT SPECIFIED,Ord_1336,DELIVERY TRUCK,2009-05-25,SHP_1837,both
6755,2011-01-05,HIGH,Ord_1339,REGULAR AIR,2011-03-05,SHP_1842,both
6918,2011-01-07,CRITICAL,Ord_1340,REGULAR AIR,2011-03-07,SHP_1843,both
7841,2012-05-20,NOT SPECIFIED,Ord_1341,REGULAR AIR,2012-05-22,SHP_1844,both
8103,2009-02-11,LOW,Ord_1342,REGULAR AIR,2009-06-11,SHP_1845,both
8258,2009-01-03,HIGH,Ord_1343,REGULAR AIR,2009-02-03,SHP_1846,both
8454,2012-08-15,MEDIUM,Ord_1344,REGULAR AIR,2012-08-18,SHP_1847,both
8835,2009-10-13,CRITICAL,Ord_1346,REGULAR AIR,2009-10-14,SHP_1850,both
9893,2009-08-16,MEDIUM,Ord_1351,DELIVERY TRUCK,2009-08-19,SHP_1859,both
10183,2009-11-24,CRITICAL,Ord_1352,DELIVERY TRUCK,2009-11-25,SHP_1860,both
10371,2009-09-16,HIGH,Ord_1354,EXPRESS AIR,2009-09-18,SHP_1863,both
10498,2010-10-23,LOW,Ord_1355,REGULAR AIR,2010-10-30,SHP_1864,both
10624,2009-12-20,CRITICAL,Ord_1356,REGULAR AIR,2009-12-22,SHP_1865,both
11878,2010-02-24,NOT SPECIFIED,Ord_1360,REGULAR AIR,2010-02-25,SHP_1872,both
12130,2011-09-12,NOT SPECIFIED,Ord_1361,REGULAR AIR,2011-12-12,SHP_1873,both
12263,2011-06-07,HIGH,Ord_1364,REGULAR AIR,2011-06-07,SHP_1881,both
12551,2012-11-06,LOW,Ord_1365,REGULAR AIR,2012-06-18,SHP_1882,both
12736,2010-08-03,LOW,Ord_1366,REGULAR AIR,2010-03-15,SHP_1883,both
12768,2009-08-04,CRITICAL,Ord_1367,EXPRESS AIR,2009-10-04,SHP_1884,both
13030,2009-07-22,MEDIUM,Ord_1370,EXPRESS AIR,2009-07-24,SHP_1888,both
13091,2009-11-15,MEDIUM,Ord_1371,REGULAR AIR,2009-11-16,SHP_1889,both
13383,2012-06-15,NOT SPECIFIED,Ord_1372,REGULAR AIR,2012-06-17,SHP_1890,both
13440,2010-10-13,NOT SPECIFIED,Ord_1373,REGULAR AIR,2010-10-15,SHP_1891,both
13735,2009-05-21,MEDIUM,Ord_1376,REGULAR AIR,2009-05-23,SHP_1896,both
13861,2010-11-08,HIGH,Ord_1377,REGULAR AIR,2010-11-08,SHP_1897,both
13892,2012-04-27,HIGH,Ord_1378,REGULAR AIR,2012-04-28,SHP_1898,both
14115,2009-08-14,NOT SPECIFIED,Ord_1380,REGULAR AIR,2009-08-16,SHP_1901,both
14695,2012-05-09,HIGH,Ord_1386,DELIVERY TRUCK,2012-06-09,SHP_1913,both
15014,2010-10-02,MEDIUM,Ord_1388,DELIVERY TRUCK,2010-02-13,SHP_1916,both
16096,2011-01-19,HIGH,Ord_1391,EXPRESS AIR,2011-01-20,SHP_1921,both
16160,2011-07-23,CRITICAL,Ord_1392,REGULAR AIR,2011-07-24,SHP_1922,both
16291,2011-08-04,NOT SPECIFIED,Ord_1394,REGULAR AIR,2011-09-04,SHP_1925,both
16519,2011-10-06,MEDIUM,Ord_1395,REGULAR AIR,2011-12-06,SHP_1926,both
16548,2012-05-02,NOT SPECIFIED,Ord_1396,REGULAR AIR,2012-07-02,SHP_1927,both
16613,2010-12-24,HIGH,Ord_1397,REGULAR AIR,2010-12-26,SHP_1928,both
16771,2009-09-28,HIGH,Ord_1398,REGULAR AIR,2009-09-30,SHP_1929,both
17024,2009-10-13,MEDIUM,Ord_1400,REGULAR AIR,2009-10-15,SHP_1932,both
17061,2012-10-30,CRITICAL,Ord_1401,REGULAR AIR,2012-01-11,SHP_1933,both
17152,2012-12-03,HIGH,Ord_1402,REGULAR AIR,2012-03-13,SHP_1934,both
17187,2012-09-23,HIGH,Ord_1403,DELIVERY TRUCK,2012-09-25,SHP_1935,both
17312,2011-05-20,NOT SPECIFIED,Ord_1405,REGULAR AIR,2011-05-21,SHP_1938,both
17377,2011-10-28,LOW,Ord_1406,REGULAR AIR,2011-10-30,SHP_1939,both
17634,2012-07-21,HIGH,Ord_1407,DELIVERY TRUCK,2012-07-21,SHP_1940,both
17735,2012-12-07,LOW,Ord_1409,REGULAR AIR,2012-07-17,SHP_1944,both
17825,2010-01-13,NOT SPECIFIED,Ord_1410,REGULAR AIR,2010-01-16,SHP_1945,both
17986,2012-05-04,NOT SPECIFIED,Ord_1412,REGULAR AIR,2012-07-04,SHP_1948,both
18112,2012-03-16,NOT SPECIFIED,Ord_1413,REGULAR AIR,2012-03-17,SHP_1949,both
18531,2012-10-29,CRITICAL,Ord_1417,DELIVERY TRUCK,2012-10-31,SHP_1957,both
18723,2009-12-08,MEDIUM,Ord_1420,REGULAR AIR,2009-08-14,SHP_1962,both
19653,2012-11-09,NOT SPECIFIED,Ord_1424,REGULAR AIR,2012-11-09,SHP_1969,both
19716,2009-09-29,LOW,Ord_1426,REGULAR AIR,2009-06-10,SHP_1972,both
19782,2012-10-18,LOW,Ord_1427,REGULAR AIR,2012-10-22,SHP_1973,both
20259,2011-05-24,CRITICAL,Ord_1429,REGULAR AIR,2011-05-25,SHP_1976,both
20614,2009-05-18,NOT SPECIFIED,Ord_1432,EXPRESS AIR,2009-05-20,SHP_1982,both
21025,2010-11-09,NOT SPECIFIED,Ord_1434,REGULAR AIR,2010-09-13,SHP_1985,both
21028,2012-07-06,CRITICAL,Ord_1435,REGULAR AIR,2012-09-06,SHP_1986,both
21125,2011-02-26,NOT SPECIFIED,Ord_1436,REGULAR AIR,2011-02-27,SHP_1987,both
21604,2012-01-04,MEDIUM,Ord_1438,EXPRESS AIR,2012-03-04,SHP_1989,both
21824,2011-07-02,LOW,Ord_1439,EXPRESS AIR,2011-02-14,SHP_1990,both
21893,2011-10-24,CRITICAL,Ord_1440,EXPRESS AIR,2011-10-25,SHP_1991,both
22054,2010-07-29,MEDIUM,Ord_1441,REGULAR AIR,2010-07-31,SHP_1992,both
22181,2011-07-10,LOW,Ord_1442,REGULAR AIR,2011-10-16,SHP_1993,both
22272,2012-06-05,HIGH,Ord_1443,REGULAR AIR,2012-08-05,SHP_1994,both
22373,2012-03-28,HIGH,Ord_1444,EXPRESS AIR,2012-03-29,SHP_1995,both
22434,2012-08-29,CRITICAL,Ord_1445,REGULAR AIR,2012-08-31,SHP_1996,both
22881,2010-06-04,MEDIUM,Ord_1447,REGULAR AIR,2010-07-04,SHP_2000,both
22950,2011-12-21,LOW,Ord_1448,REGULAR AIR,2011-12-28,SHP_2001,both
23008,2009-09-10,CRITICAL,Ord_1449,EXPRESS AIR,2009-11-10,SHP_2002,both
23202,2011-07-30,HIGH,Ord_1450,REGULAR AIR,2011-01-08,SHP_2003,both
23748,2012-10-08,HIGH,Ord_1453,DELIVERY TRUCK,2012-12-08,SHP_2008,both
23847,2012-09-11,NOT SPECIFIED,Ord_1454,REGULAR AIR,2012-11-11,SHP_2009,both
23971,2009-11-21,CRITICAL,Ord_1455,REGULAR AIR,2009-11-24,SHP_2010,both
24135,2010-01-22,LOW,Ord_1456,REGULAR AIR,2010-01-24,SHP_2011,both
24519,2011-11-06,CRITICAL,Ord_1459,REGULAR AIR,2011-12-06,SHP_2016,both
24546,2012-03-26,CRITICAL,Ord_1460,REGULAR AIR,2012-03-27,SHP_2017,both
24581,2010-09-04,HIGH,Ord_1462,REGULAR AIR,2010-10-04,SHP_2020,both
24710,2010-09-30,LOW,Ord_1463,REGULAR AIR,2010-04-10,SHP_2021,both
25061,2011-12-18,MEDIUM,Ord_1465,REGULAR AIR,2011-12-20,SHP_2025,both
25254,2010-09-17,CRITICAL,Ord_1467,REGULAR AIR,2010-09-19,SHP_2028,both
25542,2012-12-30,LOW,Ord_1468,EXPRESS AIR,2012-12-30,SHP_2029,both
25569,2012-09-07,HIGH,Ord_1469,REGULAR AIR,2012-11-07,SHP_2030,both
25863,2011-04-22,NOT SPECIFIED,Ord_1470,EXPRESS AIR,2011-04-24,SHP_2031,both
25895,2012-04-17,MEDIUM,Ord_1471,REGULAR AIR,2012-04-20,SHP_2032,both
26050,2011-06-16,HIGH,Ord_1472,REGULAR AIR,2011-06-17,SHP_2033,both
26279,2009-07-30,NOT SPECIFIED,Ord_1474,REGULAR AIR,2009-01-08,SHP_2037,both
26406,2011-12-04,NOT SPECIFIED,Ord_1475,REGULAR AIR,2011-04-15,SHP_2038,both
26535,2012-03-20,NOT SPECIFIED,Ord_1476,REGULAR AIR,2012-03-22,SHP_2039,both
26661,2012-12-19,MEDIUM,Ord_1477,REGULAR AIR,2012-12-20,SHP_2040,both
26855,2009-03-15,HIGH,Ord_1478,REGULAR AIR,2009-03-16,SHP_2041,both
27047,2010-11-22,HIGH,Ord_1479,REGULAR AIR,2010-11-23,SHP_2042,both
27077,2010-03-15,CRITICAL,Ord_1480,REGULAR AIR,2010-03-17,SHP_2043,both
27236,2010-02-03,HIGH,Ord_1481,REGULAR AIR,2010-03-03,SHP_2044,both
28324,2011-07-08,HIGH,Ord_1485,REGULAR AIR,2011-09-08,SHP_2051,both
28805,2011-02-04,MEDIUM,Ord_1486,REGULAR AIR,2011-04-04,SHP_2052,both
28897,2009-08-24,MEDIUM,Ord_1487,REGULAR AIR,2009-08-26,SHP_2053,both
29219,2009-10-04,NOT SPECIFIED,Ord_1489,REGULAR AIR,2009-11-04,SHP_2056,both
29537,2012-09-19,LOW,Ord_1493,EXPRESS AIR,2012-09-28,SHP_2064,both
29671,2010-03-22,CRITICAL,Ord_1494,REGULAR AIR,2010-03-23,SHP_2065,both
29895,2010-10-20,MEDIUM,Ord_1495,DELIVERY TRUCK,2010-10-21,SHP_2066,both
30308,2010-03-21,MEDIUM,Ord_1496,REGULAR AIR,2010-03-22,SHP_2067,both
30436,2012-07-07,LOW,Ord_1497,EXPRESS AIR,2012-12-07,SHP_2068,both
30820,2011-09-04,CRITICAL,Ord_1498,EXPRESS AIR,2011-10-04,SHP_2069,both
31301,2010-10-18,LOW,Ord_1500,REGULAR AIR,2010-10-20,SHP_2072,both
31877,2009-06-29,MEDIUM,Ord_1504,REGULAR AIR,2009-06-29,SHP_2079,both
32131,2010-12-27,CRITICAL,Ord_1506,REGULAR AIR,2010-12-29,SHP_2082,both
32135,2010-11-25,HIGH,Ord_1507,REGULAR AIR,2010-11-27,SHP_2083,both
32195,2009-11-25,MEDIUM,Ord_1508,REGULAR AIR,2009-11-28,SHP_2084,both
32230,2012-08-19,HIGH,Ord_1509,REGULAR AIR,2012-08-20,SHP_2085,both
32451,2009-03-24,NOT SPECIFIED,Ord_1510,REGULAR AIR,2009-03-25,SHP_2086,both
32642,2012-03-29,MEDIUM,Ord_1511,REGULAR AIR,2012-03-31,SHP_2087,both
32834,2010-08-27,CRITICAL,Ord_1513,REGULAR AIR,2010-08-28,SHP_2090,both
33219,2011-10-12,HIGH,Ord_1514,DELIVERY TRUCK,2011-11-12,SHP_2091,both
33477,2012-10-19,HIGH,Ord_1515,REGULAR AIR,2012-10-21,SHP_2092,both
34211,2012-02-13,NOT SPECIFIED,Ord_1517,REGULAR AIR,2012-02-16,SHP_2095,both
34658,2010-11-18,MEDIUM,Ord_1519,DELIVERY TRUCK,2010-11-18,SHP_2098,both
34788,2009-09-11,HIGH,Ord_1520,REGULAR AIR,2009-11-11,SHP_2099,both
35554,2012-09-24,NOT SPECIFIED,Ord_1524,DELIVERY TRUCK,2012-09-26,SHP_2106,both
35877,2010-05-25,HIGH,Ord_1526,REGULAR AIR,2010-05-28,SHP_2110,both
36484,2012-01-28,CRITICAL,Ord_1530,EXPRESS AIR,2012-01-29,SHP_2116,both
36679,2011-08-30,CRITICAL,Ord_1532,REGULAR AIR,2011-02-09,SHP_2119,both
36866,2010-03-24,LOW,Ord_1534,REGULAR AIR,2010-03-26,SHP_2122,both
37216,2010-11-30,HIGH,Ord_1537,REGULAR AIR,2010-01-12,SHP_2127,both
37314,2011-04-05,MEDIUM,Ord_1538,REGULAR AIR,2011-05-05,SHP_2128,both
37349,2010-02-15,CRITICAL,Ord_1539,EXPRESS AIR,2010-02-17,SHP_2129,both
37920,2010-07-14,CRITICAL,Ord_1541,REGULAR AIR,2010-07-16,SHP_2132,both
38052,2012-02-15,LOW,Ord_1542,REGULAR AIR,2012-02-15,SHP_2133,both
38080,2009-09-14,NOT SPECIFIED,Ord_1543,REGULAR AIR,2009-09-15,SHP_2134,both
38530,2011-04-17,CRITICAL,Ord_1547,REGULAR AIR,2011-04-17,SHP_2141,both
38726,2009-05-21,MEDIUM,Ord_1548,REGULAR AIR,2009-05-23,SHP_2142,both
39172,2010-06-25,LOW,Ord_1549,REGULAR AIR,2010-02-07,SHP_2143,both
39269,2012-10-26,LOW,Ord_1550,REGULAR AIR,2012-02-11,SHP_2144,both
39330,2010-07-17,CRITICAL,Ord_1551,EXPRESS AIR,2010-07-18,SHP_2145,both
39365,2012-05-14,HIGH,Ord_1552,EXPRESS AIR,2012-05-17,SHP_2146,both
39430,2009-06-13,LOW,Ord_1553,REGULAR AIR,2009-06-17,SHP_2147,both
39555,2012-04-09,LOW,Ord_1554,REGULAR AIR,2012-09-09,SHP_2148,both
39815,2009-09-04,LOW,Ord_1556,REGULAR AIR,2009-04-13,SHP_2151,both
40001,2011-02-24,MEDIUM,Ord_1557,REGULAR AIR,2011-02-26,SHP_2152,both
40386,2011-02-18,HIGH,Ord_1558,EXPRESS AIR,2011-02-20,SHP_2153,both
40647,2009-08-17,HIGH,Ord_1559,REGULAR AIR,2009-08-18,SHP_2154,both
41120,2012-07-07,LOW,Ord_1560,REGULAR AIR,2012-09-07,SHP_2155,both
41122,2010-02-21,NOT SPECIFIED,Ord_1561,EXPRESS AIR,2010-02-23,SHP_2156,both
41221,2009-12-09,CRITICAL,Ord_1563,REGULAR AIR,2009-09-13,SHP_2159,both
41282,2009-04-07,MEDIUM,Ord_1564,REGULAR AIR,2009-06-07,SHP_2160,both
41312,2012-01-31,NOT SPECIFIED,Ord_1565,REGULAR AIR,2012-01-02,SHP_2161,both
41318,2011-09-10,LOW,Ord_1566,EXPRESS AIR,2011-10-18,SHP_2162,both
41345,2012-02-02,MEDIUM,Ord_1567,REGULAR AIR,2012-02-02,SHP_2163,both
41604,2009-10-02,MEDIUM,Ord_1568,REGULAR AIR,2009-11-02,SHP_2164,both
41891,2011-05-22,HIGH,Ord_1569,REGULAR AIR,2011-05-23,SHP_2165,both
42022,2009-09-24,MEDIUM,Ord_1570,REGULAR AIR,2009-09-25,SHP_2166,both
42086,2010-07-22,HIGH,Ord_1572,REGULAR AIR,2010-07-23,SHP_2169,both
42465,2010-12-21,MEDIUM,Ord_1574,REGULAR AIR,2010-12-22,SHP_2172,both
42657,2011-03-10,LOW,Ord_1575,REGULAR AIR,2011-05-10,SHP_2173,both
42820,2010-02-16,LOW,Ord_1576,REGULAR AIR,2010-02-23,SHP_2174,both
42848,2012-06-10,NOT SPECIFIED,Ord_1577,REGULAR AIR,2012-08-10,SHP_2175,both
43269,2009-10-04,CRITICAL,Ord_1578,REGULAR AIR,2009-12-04,SHP_2176,both
44197,2009-01-20,HIGH,Ord_1582,DELIVERY TRUCK,2009-01-23,SHP_2187,both
44229,2010-05-14,MEDIUM,Ord_1583,REGULAR AIR,2010-05-14,SHP_2188,both
44386,2012-09-04,MEDIUM,Ord_1584,REGULAR AIR,2012-11-04,SHP_2189,both
44390,2010-03-12,NOT SPECIFIED,Ord_1585,REGULAR AIR,2010-05-12,SHP_2190,both
44612,2011-03-13,HIGH,Ord_1586,REGULAR AIR,2011-03-15,SHP_2191,both
44615,2010-09-05,MEDIUM,Ord_1588,REGULAR AIR,2010-10-05,SHP_2194,both
44864,2010-06-17,LOW,Ord_1589,REGULAR AIR,2010-06-24,SHP_2195,both
44900,2010-09-02,MEDIUM,Ord_1590,REGULAR AIR,2010-10-02,SHP_2196,both
45190,2010-11-19,HIGH,Ord_1594,DELIVERY TRUCK,2010-11-19,SHP_2204,both
45414,2009-11-02,CRITICAL,Ord_1595,REGULAR AIR,2009-12-02,SHP_2205,both
45700,2012-11-13,HIGH,Ord_1596,REGULAR AIR,2012-11-13,SHP_2206,both
45824,2009-06-12,NOT SPECIFIED,Ord_1597,REGULAR AIR,2009-08-12,SHP_2207,both
46434,2010-01-04,CRITICAL,Ord_1600,REGULAR AIR,2010-02-04,SHP_2212,both
46466,2012-02-21,MEDIUM,Ord_1601,REGULAR AIR,2012-02-22,SHP_2213,both
46626,2012-06-27,LOW,Ord_1603,DELIVERY TRUCK,2012-01-07,SHP_2216,both
46853,2009-05-22,LOW,Ord_1604,REGULAR AIR,2009-05-22,SHP_2217,both
46855,2010-05-03,HIGH,Ord_1605,REGULAR AIR,2010-06-03,SHP_2218,both
46919,2009-06-18,LOW,Ord_1606,REGULAR AIR,2009-06-20,SHP_2219,both
46977,2012-07-05,MEDIUM,Ord_1607,REGULAR AIR,2012-09-05,SHP_2220,both
47041,2012-01-04,NOT SPECIFIED,Ord_1608,REGULAR AIR,2012-03-04,SHP_2221,both
47301,2011-07-17,LOW,Ord_1609,REGULAR AIR,2011-07-22,SHP_2222,both
48003,2012-01-26,MEDIUM,Ord_1610,REGULAR AIR,2012-01-28,SHP_2224,both
48357,2009-03-28,NOT SPECIFIED,Ord_1612,REGULAR AIR,2009-03-28,SHP_2227,both
48710,2009-11-25,MEDIUM,Ord_1615,REGULAR AIR,2009-11-26,SHP_2232,both
49094,2012-03-09,CRITICAL,Ord_1616,REGULAR AIR,2012-05-09,SHP_2233,both
49125,2009-03-29,NOT SPECIFIED,Ord_1617,EXPRESS AIR,2009-03-31,SHP_2234,both
49538,2010-03-17,LOW,Ord_1618,REGULAR AIR,2010-03-21,SHP_2235,both
49730,2009-04-01,HIGH,Ord_1619,DELIVERY TRUCK,2009-05-01,SHP_2236,both
49924,2011-05-25,CRITICAL,Ord_1620,REGULAR AIR,2011-05-27,SHP_2237,both
50306,2011-05-20,MEDIUM,Ord_1621,REGULAR AIR,2011-05-22,SHP_2238,both
50566,2011-07-09,NOT SPECIFIED,Ord_1622,REGULAR AIR,2011-09-09,SHP_2239,both
50823,2009-07-21,LOW,Ord_1623,REGULAR AIR,2009-07-26,SHP_2240,both
51109,2012-08-11,HIGH,Ord_1625,REGULAR AIR,2012-10-11,SHP_2244,both
51559,2012-04-03,LOW,Ord_1627,REGULAR AIR,2012-03-13,SHP_2247,both
51813,2012-12-21,NOT SPECIFIED,Ord_1628,REGULAR AIR,2012-12-23,SHP_2248,both
51937,2009-02-27,HIGH,Ord_1629,DELIVERY TRUCK,2009-02-27,SHP_2249,both
52098,2010-10-03,MEDIUM,Ord_1630,REGULAR AIR,2010-10-03,SHP_2250,both
52102,2010-12-09,MEDIUM,Ord_1631,REGULAR AIR,2010-12-09,SHP_2251,both
52135,2010-03-24,LOW,Ord_1632,REGULAR AIR,2010-03-26,SHP_2252,both
52256,2010-04-11,NOT SPECIFIED,Ord_1634,REGULAR AIR,2010-06-11,SHP_2255,both
52391,2009-12-12,HIGH,Ord_1635,REGULAR AIR,2009-12-14,SHP_2256,both
53254,2009-08-18,MEDIUM,Ord_1641,REGULAR AIR,2009-08-21,SHP_2267,both
53281,2009-02-04,CRITICAL,Ord_1642,DELIVERY TRUCK,2009-04-04,SHP_2268,both
53285,2012-05-24,CRITICAL,Ord_1643,REGULAR AIR,2012-05-26,SHP_2269,both
53637,2011-03-17,HIGH,Ord_1645,EXPRESS AIR,2011-03-18,SHP_2272,both
53698,2012-06-16,MEDIUM,Ord_1646,EXPRESS AIR,2012-06-17,SHP_2273,both
54245,2011-03-24,MEDIUM,Ord_1648,REGULAR AIR,2011-03-25,SHP_2276,both
54401,2011-04-12,HIGH,Ord_1650,REGULAR AIR,2011-06-12,SHP_2279,both
54563,2010-04-10,CRITICAL,Ord_1651,REGULAR AIR,2010-06-10,SHP_2280,both
54694,2009-09-19,CRITICAL,Ord_1652,REGULAR AIR,2009-09-19,SHP_2281,both
54755,2009-07-12,CRITICAL,Ord_1653,REGULAR AIR,2009-10-12,SHP_2282,both
55073,2012-03-20,LOW,Ord_1655,REGULAR AIR,2012-03-20,SHP_2285,both
55270,2010-01-22,MEDIUM,Ord_1656,REGULAR AIR,2010-01-23,SHP_2286,both
55716,2012-10-22,HIGH,Ord_1657,REGULAR AIR,2012-10-23,SHP_2287,both
55776,2009-03-22,NOT SPECIFIED,Ord_1658,DELIVERY TRUCK,2009-03-23,SHP_2288,both
56039,2011-11-25,LOW,Ord_1661,REGULAR AIR,2011-11-30,SHP_2294,both
57092,2010-01-05,CRITICAL,Ord_1663,REGULAR AIR,2010-02-05,SHP_2297,both
57415,2009-03-24,MEDIUM,Ord_1666,REGULAR AIR,2009-03-25,SHP_2303,both
57606,2010-03-01,NOT SPECIFIED,Ord_1667,REGULAR AIR,2010-04-01,SHP_2304,both
57794,2009-07-26,LOW,Ord_1668,REGULAR AIR,2009-07-28,SHP_2305,both
58054,2011-04-01,HIGH,Ord_1669,REGULAR AIR,2011-04-01,SHP_2306,both
58853,2012-05-13,CRITICAL,Ord_1674,DELIVERY TRUCK,2012-05-14,SHP_2315,both
59589,2012-11-04,MEDIUM,Ord_1678,REGULAR AIR,2012-11-04,SHP_2321,both
134,2012-04-30,NOT SPECIFIED,Ord_1681,REGULAR AIR,2012-02-05,SHP_2326,both
740,2011-07-15,MEDIUM,Ord_1682,REGULAR AIR,2011-07-15,SHP_2327,both
833,2009-12-02,MEDIUM,Ord_1683,REGULAR AIR,2009-02-13,SHP_2328,both
1573,2012-12-27,HIGH,Ord_1684,DELIVERY TRUCK,2012-12-29,SHP_2329,both
1639,2011-08-19,NOT SPECIFIED,Ord_1685,REGULAR AIR,2011-08-20,SHP_2330,both
6948,2010-09-12,NOT SPECIFIED,Ord_1692,REGULAR AIR,2010-10-12,SHP_2343,both
7462,2011-02-20,HIGH,Ord_1693,EXPRESS AIR,2011-02-21,SHP_2344,both
8033,2012-04-24,HIGH,Ord_1695,REGULAR AIR,2012-04-25,SHP_2347,both
8388,2012-02-23,LOW,Ord_1696,REGULAR AIR,2012-02-25,SHP_2348,both
9863,2011-04-09,CRITICAL,Ord_1698,REGULAR AIR,2011-06-09,SHP_2351,both
10434,2009-12-23,HIGH,Ord_1700,DELIVERY TRUCK,2009-12-24,SHP_2356,both
11040,2011-10-23,NOT SPECIFIED,Ord_1701,REGULAR AIR,2011-10-23,SHP_2357,both
11302,2009-01-03,LOW,Ord_1702,DELIVERY TRUCK,2009-03-03,SHP_2358,both
11584,2009-11-22,MEDIUM,Ord_1704,REGULAR AIR,2009-11-23,SHP_2361,both
11686,2009-01-27,NOT SPECIFIED,Ord_1706,REGULAR AIR,2009-01-28,SHP_2364,both
13895,2010-11-20,HIGH,Ord_1707,REGULAR AIR,2010-11-20,SHP_2365,both
14820,2012-09-01,HIGH,Ord_1708,EXPRESS AIR,2012-11-01,SHP_2366,both
15170,2009-03-18,CRITICAL,Ord_1709,REGULAR AIR,2009-03-18,SHP_2367,both
15780,2011-04-13,CRITICAL,Ord_1710,REGULAR AIR,2011-04-15,SHP_2368,both
16103,2012-07-15,NOT SPECIFIED,Ord_1712,REGULAR AIR,2012-07-17,SHP_2370,both
16610,2009-10-10,HIGH,Ord_1713,REGULAR AIR,2009-12-10,SHP_2371,both
19431,2009-05-23,NOT SPECIFIED,Ord_1715,REGULAR AIR,2009-05-25,SHP_2374,both
19584,2009-04-16,CRITICAL,Ord_1716,DELIVERY TRUCK,2009-04-17,SHP_2375,both
20262,2009-12-26,NOT SPECIFIED,Ord_1717,REGULAR AIR,2009-12-26,SHP_2376,both
20577,2010-09-02,CRITICAL,Ord_1719,REGULAR AIR,2010-11-02,SHP_2379,both
20804,2011-11-26,LOW,Ord_1720,DELIVERY TRUCK,2011-03-12,SHP_2380,both
21447,2010-03-06,NOT SPECIFIED,Ord_1722,EXPRESS AIR,2010-05-06,SHP_2383,both
21479,2009-08-28,MEDIUM,Ord_1723,EXPRESS AIR,2009-08-29,SHP_2384,both
22208,2009-10-13,HIGH,Ord_1724,REGULAR AIR,2009-10-15,SHP_2385,both
22279,2009-12-22,NOT SPECIFIED,Ord_1725,REGULAR AIR,2009-12-25,SHP_2386,both
24640,2011-01-29,MEDIUM,Ord_1728,DELIVERY TRUCK,2011-01-30,SHP_2391,both
25056,2010-09-21,NOT SPECIFIED,Ord_1729,REGULAR AIR,2010-09-23,SHP_2392,both
26244,2010-03-08,HIGH,Ord_1730,REGULAR AIR,2010-05-08,SHP_2393,both
27201,2012-07-25,HIGH,Ord_1731,DELIVERY TRUCK,2012-07-25,SHP_2394,both
27808,2010-01-26,LOW,Ord_1732,EXPRESS AIR,2010-02-02,SHP_2395,both
29573,2012-01-16,CRITICAL,Ord_1733,REGULAR AIR,2012-01-18,SHP_2396,both
29862,2011-06-19,MEDIUM,Ord_1734,REGULAR AIR,2011-06-21,SHP_2397,both
30433,2010-09-06,MEDIUM,Ord_1735,EXPRESS AIR,2010-09-06,SHP_2398,both
31751,2011-05-26,HIGH,Ord_1739,EXPRESS AIR,2011-05-28,SHP_2407,both
32737,2009-10-28,HIGH,Ord_1742,REGULAR AIR,2009-10-30,SHP_2412,both
35042,2010-02-12,NOT SPECIFIED,Ord_1744,REGULAR AIR,2010-03-12,SHP_2415,both
35713,2012-10-17,MEDIUM,Ord_1745,REGULAR AIR,2012-10-17,SHP_2416,both
36933,2011-12-07,HIGH,Ord_1747,REGULAR AIR,2011-07-13,SHP_2419,both
37254,2009-09-18,HIGH,Ord_1750,REGULAR AIR,2009-09-19,SHP_2425,both
38084,2009-03-20,NOT SPECIFIED,Ord_1752,REGULAR AIR,2009-03-22,SHP_2428,both
39906,2009-03-17,MEDIUM,Ord_1756,REGULAR AIR,2009-03-19,SHP_2435,both
40097,2009-09-01,LOW,Ord_1757,REGULAR AIR,2009-01-14,SHP_2436,both
40193,2012-02-09,HIGH,Ord_1758,EXPRESS AIR,2012-02-09,SHP_2437,both
40544,2009-06-04,LOW,Ord_1760,REGULAR AIR,2009-08-04,SHP_2440,both
41765,2009-09-12,MEDIUM,Ord_1761,REGULAR AIR,2009-11-12,SHP_2441,both
42369,2010-05-08,CRITICAL,Ord_1763,REGULAR AIR,2010-06-08,SHP_2444,both
42690,2010-09-28,LOW,Ord_1764,REGULAR AIR,2010-02-10,SHP_2445,both
45632,2010-10-05,NOT SPECIFIED,Ord_1766,REGULAR AIR,2010-11-05,SHP_2448,both
46566,2012-09-04,MEDIUM,Ord_1768,REGULAR AIR,2012-10-04,SHP_2451,both
48453,2009-07-26,MEDIUM,Ord_1770,REGULAR AIR,2009-07-26,SHP_2454,both
48518,2009-02-04,MEDIUM,Ord_1771,EXPRESS AIR,2009-04-04,SHP_2455,both
49668,2009-02-12,LOW,Ord_1773,REGULAR AIR,2009-09-12,SHP_2458,both
50309,2011-03-15,LOW,Ord_1774,REGULAR AIR,2011-03-22,SHP_2459,both
52800,2010-10-10,NOT SPECIFIED,Ord_1777,REGULAR AIR,2010-11-10,SHP_2464,both
53574,2012-09-04,MEDIUM,Ord_1778,REGULAR AIR,2012-10-04,SHP_2465,both
54023,2012-07-22,NOT SPECIFIED,Ord_1779,REGULAR AIR,2012-07-23,SHP_2466,both
55265,2009-09-23,LOW,Ord_1780,REGULAR AIR,2009-09-28,SHP_2467,both
55458,2012-03-16,HIGH,Ord_1782,REGULAR AIR,2012-03-18,SHP_2469,both
55809,2011-10-09,CRITICAL,Ord_1783,DELIVERY TRUCK,2011-12-09,SHP_2470,both
