Order_ID,Ship_Mode,Ship_Date,Ship_id
52933,EXPRESS AIR,2010-02-09,SHP_1178
53025,REGULAR AIR,2010-03-18,SHP_1179
53953,REGULAR AIR,2009-03-28,SHP_1182
54304,REGULAR AIR,2010-02-19,SHP_1183
55075,DELIVERY TRUCK,2011-04-02,SHP_1184
55268,EXPRESS AIR,2012-03-18,SHP_1185
56321,REGULAR AIR,2010-04-18,SHP_1188
56610,EXPRESS AIR,2010-07-03,SHP_1189
56901,REGULAR AIR,2009-09-13,SHP_1191
57671,REGULAR AIR,2012-08-11,SHP_1196
57700,REGULAR AIR,2011-12-11,SHP_1197
58407,REGULAR AIR,2011-09-05,SHP_1198
58593,REGULAR AIR,2011-09-09,SHP_1199
58913,REGULAR AIR,2010-05-13,SHP_1202
58978,REGULAR AIR,2012-02-13,SHP_1203
706,REGULAR AIR,2011-10-09,SHP_1205
1313,REGULAR AIR,2009-09-14,SHP_1208
1346,DELIVERY TRUCK,2012-06-19,SHP_1209
1699,REGULAR AIR,2011-03-23,SHP_1210
4487,REGULAR AIR,2010-02-23,SHP_1219
4579,REGULAR AIR,2011-01-12,SHP_1220
5061,REGULAR AIR,2010-08-15,SHP_1221
5799,DELIVERY TRUCK,2011-04-08,SHP_1226
5890,EXPRESS AIR,2012-04-11,SHP_1227
6596,DELIVERY TRUCK,2011-07-26,SHP_1228
7106,REGULAR AIR,2012-12-05,SHP_1231
8007,REGULAR AIR,2012-11-02,SHP_1232
8773,REGULAR AIR,2011-10-22,SHP_1236
9057,REGULAR AIR,2009-04-11,SHP_1237
9285,REGULAR AIR,2009-04-01,SHP_1238
9861,REGULAR AIR,2012-01-11,SHP_1239
12710,REGULAR AIR,2010-08-17,SHP_1254
13636,DELIVERY TRUCK,2009-01-26,SHP_1255
14021,EXPRESS AIR,2011-08-03,SHP_1256
14338,DELIVERY TRUCK,2010-07-02,SHP_1257
15878,REGULAR AIR,2010-06-11,SHP_1261
20256,REGULAR AIR,2012-05-02,SHP_1278
20386,REGULAR AIR,2010-02-27,SHP_1279
20455,EXPRESS AIR,2010-06-29,SHP_1280
21379,DELIVERY TRUCK,2011-01-16,SHP_1282
22053,REGULAR AIR,2010-08-23,SHP_1285
22885,REGULAR AIR,2009-11-25,SHP_1288
22947,REGULAR AIR,2009-12-25,SHP_1289
24039,REGULAR AIR,2012-07-19,SHP_1292
25347,REGULAR AIR,2009-06-19,SHP_1293
26304,REGULAR AIR,2011-03-20,SHP_1296
27266,REGULAR AIR,2011-11-09,SHP_1300
27396,REGULAR AIR,2010-10-12,SHP_1301
28480,REGULAR AIR,2009-03-16,SHP_1302
29158,DELIVERY TRUCK,2011-10-21,SHP_1303
29409,REGULAR AIR,2011-01-15,SHP_1304
29956,REGULAR AIR,2009-08-15,SHP_1305
30467,REGULAR AIR,2009-08-16,SHP_1309
31171,REGULAR AIR,2009-09-04,SHP_1312
31553,REGULAR AIR,2009-12-01,SHP_1315
32706,DELIVERY TRUCK,2009-06-07,SHP_1316
33122,DELIVERY TRUCK,2010-06-26,SHP_1317
34599,REGULAR AIR,2010-07-03,SHP_1323
34721,REGULAR AIR,2010-02-11,SHP_1324
34787,REGULAR AIR,2010-02-03,SHP_1325
34822,REGULAR AIR,2012-11-07,SHP_1328
34853,REGULAR AIR,2011-02-10,SHP_1329
35522,REGULAR AIR,2010-01-11,SHP_1330
36099,REGULAR AIR,2010-09-22,SHP_1331
36359,REGULAR AIR,2011-11-24,SHP_1332
36901,REGULAR AIR,2012-09-14,SHP_1333
37412,REGULAR AIR,2012-05-08,SHP_1334
38784,REGULAR AIR,2011-05-02,SHP_1338
39527,REGULAR AIR,2011-04-26,SHP_1340
39845,REGULAR AIR,2009-07-09,SHP_1341
39877,REGULAR AIR,2012-08-18,SHP_1342
40259,EXPRESS AIR,2010-10-13,SHP_1343
41217,EXPRESS AIR,2011-07-15,SHP_1344
41671,REGULAR AIR,2012-05-12,SHP_1345
41927,EXPRESS AIR,2012-07-16,SHP_1346
44007,REGULAR AIR,2011-05-30,SHP_1352
44610,REGULAR AIR,2011-10-03,SHP_1355
44999,REGULAR AIR,2010-01-23,SHP_1356
45025,REGULAR AIR,2011-04-14,SHP_1357
45248,REGULAR AIR,2011-04-18,SHP_1358
45249,REGULAR AIR,2010-02-12,SHP_1359
45570,REGULAR AIR,2010-10-08,SHP_1360
46948,REGULAR AIR,2010-05-24,SHP_1366
47333,REGULAR AIR,2011-07-09,SHP_1369
48480,DELIVERY TRUCK,2010-05-01,SHP_1375
48614,REGULAR AIR,2012-05-31,SHP_1376
48800,REGULAR AIR,2010-10-23,SHP_1379
49126,DELIVERY TRUCK,2011-07-17,SHP_1383
49283,REGULAR AIR,2009-12-12,SHP_1384
49441,EXPRESS AIR,2009-09-28,SHP_1385
49601,DELIVERY TRUCK,2011-02-02,SHP_1386
50048,REGULAR AIR,2010-01-20,SHP_1392
50499,DELIVERY TRUCK,2011-10-13,SHP_1393
51041,REGULAR AIR,2010-07-30,SHP_1394
51328,REGULAR AIR,2010-10-31,SHP_1395
51814,REGULAR AIR,2010-09-26,SHP_1402
51975,REGULAR AIR,2009-12-22,SHP_1403
52225,REGULAR AIR,2012-04-13,SHP_1404
52487,REGULAR AIR,2009-02-06,SHP_1405
52868,REGULAR AIR,2011-02-18,SHP_1406
53221,REGULAR AIR,2012-02-27,SHP_1407
53600,EXPRESS AIR,2012-11-07,SHP_1408
53667,REGULAR AIR,2012-05-19,SHP_1409
53955,DELIVERY TRUCK,2011-06-03,SHP_1411
54150,EXPRESS AIR,2011-06-22,SHP_1412
55429,REGULAR AIR,2009-01-07,SHP_1413
55749,REGULAR AIR,2012-04-05,SHP_1416
55873,DELIVERY TRUCK,2011-11-26,SHP_1417
57986,REGULAR AIR,2010-10-29,SHP_1422
58310,REGULAR AIR,2009-02-24,SHP_1423
58725,REGULAR AIR,2010-05-21,SHP_1424
902,REGULAR AIR,2009-07-29,SHP_1425
2147,EXPRESS AIR,2012-07-09,SHP_1426
2306,REGULAR AIR,2011-07-27,SHP_1427
3110,DELIVERY TRUCK,2009-12-18,SHP_1430
3463,REGULAR AIR,2010-08-18,SHP_1431
4037,REGULAR AIR,2010-03-24,SHP_1434
5863,REGULAR AIR,2010-11-22,SHP_1438
7175,DELIVERY TRUCK,2010-09-02,SHP_1439
7364,REGULAR AIR,2009-10-05,SHP_1440
8834,REGULAR AIR,2010-09-11,SHP_1446
9155,REGULAR AIR,2012-08-31,SHP_1447
9668,REGULAR AIR,2009-08-09,SHP_1448
10242,REGULAR AIR,2010-12-13,SHP_1449
12292,REGULAR AIR,2012-02-06,SHP_1450
14503,EXPRESS AIR,2011-06-02,SHP_1451
15142,REGULAR AIR,2012-06-04,SHP_1455
15332,REGULAR AIR,2010-01-06,SHP_1456
16032,REGULAR AIR,2009-12-12,SHP_1460
17632,REGULAR AIR,2010-02-22,SHP_1464
20102,REGULAR AIR,2011-06-06,SHP_1467
21863,REGULAR AIR,2010-11-22,SHP_1468
21894,REGULAR AIR,2011-12-20,SHP_1469
22022,DELIVERY TRUCK,2010-04-04,SHP_1470
23713,REGULAR AIR,2012-01-12,SHP_1473
24358,REGULAR AIR,2009-05-16,SHP_1474
24899,REGULAR AIR,2011-08-22,SHP_1477
25638,REGULAR AIR,2009-07-08,SHP_1480
26691,REGULAR AIR,2012-04-08,SHP_1484
27015,REGULAR AIR,2011-12-31,SHP_1485
27840,DELIVERY TRUCK,2009-04-07,SHP_1486
29927,REGULAR AIR,2012-08-11,SHP_1491
29953,REGULAR AIR,2011-10-02,SHP_1492
31238,EXPRESS AIR,2010-08-24,SHP_1493
32067,REGULAR AIR,2012-03-13,SHP_1494
32198,REGULAR AIR,2011-09-11,SHP_1495
32231,REGULAR AIR,2012-05-11,SHP_1496
32452,REGULAR AIR,2011-07-19,SHP_1497
32998,DELIVERY TRUCK,2010-09-30,SHP_1498
33091,REGULAR AIR,2011-01-27,SHP_1499
33250,REGULAR AIR,2009-06-27,SHP_1500
33378,REGULAR AIR,2012-04-28,SHP_1501
34567,DELIVERY TRUCK,2009-04-30,SHP_1506
36163,REGULAR AIR,2012-05-11,SHP_1507
36675,REGULAR AIR,2011-06-07,SHP_1509
37862,REGULAR AIR,2009-01-15,SHP_1510
38693,REGULAR AIR,2011-06-21,SHP_1512
38917,REGULAR AIR,2010-11-28,SHP_1513
39265,REGULAR AIR,2010-08-05,SHP_1516
40962,REGULAR AIR,2011-02-21,SHP_1517
42596,REGULAR AIR,2012-08-16,SHP_1524
43424,EXPRESS AIR,2011-08-20,SHP_1525
43808,REGULAR AIR,2011-01-13,SHP_1526
45218,REGULAR AIR,2009-12-05,SHP_1527
46117,DELIVERY TRUCK,2011-05-26,SHP_1529
46503,REGULAR AIR,2011-09-11,SHP_1535
47042,REGULAR AIR,2012-03-03,SHP_1538
47174,REGULAR AIR,2011-09-16,SHP_1539
48164,REGULAR AIR,2011-10-31,SHP_1542
49189,REGULAR AIR,2011-01-18,SHP_1543
49986,REGULAR AIR,2010-10-16,SHP_1544
50336,REGULAR AIR,2009-05-11,SHP_1545
50373,REGULAR AIR,2009-03-07,SHP_1546
50564,REGULAR AIR,2012-04-03,SHP_1547
51940,REGULAR AIR,2012-10-18,SHP_1553
52071,REGULAR AIR,2011-11-29,SHP_1554
55107,REGULAR AIR,2010-05-13,SHP_1559
55461,REGULAR AIR,2009-09-29,SHP_1560
55526,REGULAR AIR,2012-03-07,SHP_1561
55969,REGULAR AIR,2010-07-10,SHP_1562
57538,REGULAR AIR,2010-02-22,SHP_1565
58656,REGULAR AIR,2010-06-12,SHP_1566
59459,REGULAR AIR,2009-05-02,SHP_1571
59878,REGULAR AIR,2012-05-29,SHP_1572
1218,REGULAR AIR,2009-06-22,SHP_1575
2373,REGULAR AIR,2009-12-03,SHP_1578
2626,REGULAR AIR,2011-09-09,SHP_1579
3109,REGULAR AIR,2010-07-30,SHP_1580
3777,EXPRESS AIR,2009-08-04,SHP_1581
3973,REGULAR AIR,2012-03-25,SHP_1582
4932,REGULAR AIR,2010-11-08,SHP_1583
7239,REGULAR AIR,2011-01-07,SHP_1584
9088,REGULAR AIR,2009-06-24,SHP_1585
11428,REGULAR AIR,2012-01-21,SHP_1586
21091,EXPRESS AIR,2009-12-14,SHP_1602
26759,REGULAR AIR,2012-01-27,SHP_1603
26853,REGULAR AIR,2012-06-16,SHP_1604
26918,REGULAR AIR,2009-04-15,SHP_1605
27456,DELIVERY TRUCK,2009-11-04,SHP_1606
28420,EXPRESS AIR,2009-09-24,SHP_1607
33255,EXPRESS AIR,2010-06-25,SHP_1612
35142,REGULAR AIR,2010-04-24,SHP_1615
35584,EXPRESS AIR,2011-03-05,SHP_1616
36706,REGULAR AIR,2009-04-13,SHP_1619
37121,DELIVERY TRUCK,2011-03-16,SHP_1620
38853,REGULAR AIR,2012-03-27,SHP_1622
39590,EXPRESS AIR,2011-05-21,SHP_1623
40707,REGULAR AIR,2009-06-13,SHP_1624
40961,REGULAR AIR,2011-03-31,SHP_1625
51747,REGULAR AIR,2012-06-07,SHP_1636
54912,REGULAR AIR,2011-07-28,SHP_1640
55269,REGULAR AIR,2010-08-03,SHP_1641
56677,REGULAR AIR,2009-12-04,SHP_1645
59683,REGULAR AIR,2012-10-14,SHP_1646
837,REGULAR AIR,2009-06-16,SHP_1647
1826,REGULAR AIR,2012-04-16,SHP_1650
2020,REGULAR AIR,2010-06-22,SHP_1651
11044,REGULAR AIR,2012-06-25,SHP_1654
17506,DELIVERY TRUCK,2010-04-03,SHP_1658
29860,REGULAR AIR,2009-09-16,SHP_1665
30787,REGULAR AIR,2011-09-28,SHP_1666
39872,REGULAR AIR,2010-02-23,SHP_1668
42405,REGULAR AIR,2010-01-23,SHP_1671
53984,REGULAR AIR,2012-11-12,SHP_1676
129,REGULAR AIR,2012-11-27,SHP_1677
388,REGULAR AIR,2012-12-18,SHP_1678
1345,DELIVERY TRUCK,2012-10-31,SHP_1679
1793,REGULAR AIR,2012-11-07,SHP_1680
2947,REGULAR AIR,2011-04-27,SHP_1684
4321,EXPRESS AIR,2009-07-19,SHP_1687
5572,REGULAR AIR,2009-07-18,SHP_1690
5703,REGULAR AIR,2010-05-16,SHP_1691
5920,REGULAR AIR,2009-11-19,SHP_1692
6311,REGULAR AIR,2010-02-13,SHP_1693
9765,REGULAR AIR,2012-10-19,SHP_1698
10147,REGULAR AIR,2010-10-10,SHP_1699
11876,REGULAR AIR,2011-06-07,SHP_1700
12256,REGULAR AIR,2012-12-20,SHP_1703
13408,REGULAR AIR,2009-02-16,SHP_1708
13444,REGULAR AIR,2012-08-01,SHP_1709
13601,REGULAR AIR,2012-08-20,SHP_1710
13894,REGULAR AIR,2012-11-04,SHP_1711
16480,EXPRESS AIR,2009-08-12,SHP_1712
18561,REGULAR AIR,2009-10-01,SHP_1716
21601,REGULAR AIR,2011-06-04,SHP_1719
21670,REGULAR AIR,2011-12-01,SHP_1720
23489,EXPRESS AIR,2012-08-28,SHP_1721
24486,REGULAR AIR,2011-04-23,SHP_1722
24869,REGULAR AIR,2009-11-06,SHP_1723
25697,REGULAR AIR,2011-04-26,SHP_1724
27490,REGULAR AIR,2012-03-16,SHP_1725
28642,REGULAR AIR,2011-01-20,SHP_1732
29380,REGULAR AIR,2009-04-28,SHP_1733
32295,REGULAR AIR,2009-08-01,SHP_1736
34086,REGULAR AIR,2012-01-05,SHP_1739
34209,REGULAR AIR,2010-08-26,SHP_1740
36807,REGULAR AIR,2009-03-17,SHP_1741
37318,REGULAR AIR,2010-04-17,SHP_1742
38496,REGULAR AIR,2010-02-22,SHP_1743
46627,REGULAR AIR,2009-12-06,SHP_1750
50433,DELIVERY TRUCK,2012-01-21,SHP_1754
50721,REGULAR AIR,2012-02-29,SHP_1755
50758,EXPRESS AIR,2012-07-14,SHP_1756
50883,DELIVERY TRUCK,2012-01-06,SHP_1757
52322,REGULAR AIR,2010-09-02,SHP_1760
52932,REGULAR AIR,2012-05-17,SHP_1761
52995,REGULAR AIR,2012-03-15,SHP_1762
53024,REGULAR AIR,2012-05-13,SHP_1763
54145,REGULAR AIR,2010-02-01,SHP_1764
55840,REGULAR AIR,2009-08-17,SHP_1765
58051,REGULAR AIR,2012-03-22,SHP_1768
3136,REGULAR AIR,2009-11-08,SHP_1771
6246,REGULAR AIR,2009-10-23,SHP_1774
9028,DELIVERY TRUCK,2010-12-25,SHP_1775
13830,REGULAR AIR,2009-12-24,SHP_1780
14791,REGULAR AIR,2010-02-15,SHP_1781
20674,DELIVERY TRUCK,2010-09-12,SHP_1784
24903,REGULAR AIR,2010-10-26,SHP_1785
25735,REGULAR AIR,2011-01-13,SHP_1786
29856,REGULAR AIR,2012-11-06,SHP_1788
42597,REGULAR AIR,2010-03-27,SHP_1793
52325,REGULAR AIR,2012-07-14,SHP_1795
53728,REGULAR AIR,2011-10-23,SHP_1798
65,REGULAR AIR,2011-03-18,SHP_1799
230,REGULAR AIR,2010-10-28,SHP_1800
355,REGULAR AIR,2009-06-18,SHP_1801
449,REGULAR AIR,2011-07-21,SHP_1802
646,REGULAR AIR,2009-11-22,SHP_1805
835,REGULAR AIR,2011-08-10,SHP_1806
896,REGULAR AIR,2010-08-03,SHP_1807
994,REGULAR AIR,2009-04-23,SHP_1808
1057,REGULAR AIR,2012-02-21,SHP_1809
1538,REGULAR AIR,2011-06-18,SHP_1810
1701,REGULAR AIR,2012-05-20,SHP_1811
1891,REGULAR AIR,2009-12-16,SHP_1812
2022,REGULAR AIR,2012-03-15,SHP_1813
2691,DELIVERY TRUCK,2012-08-05,SHP_1818
3235,EXPRESS AIR,2011-11-16,SHP_1821
3266,REGULAR AIR,2011-03-20,SHP_1822
3363,REGULAR AIR,2011-09-22,SHP_1823
3745,EXPRESS AIR,2010-09-30,SHP_1826
4128,REGULAR AIR,2011-08-10,SHP_1827
4354,REGULAR AIR,2009-09-30,SHP_1828
4550,DELIVERY TRUCK,2009-12-30,SHP_1829
5251,EXPRESS AIR,2011-04-13,SHP_1832
5283,REGULAR AIR,2009-05-06,SHP_1833
5381,REGULAR AIR,2010-04-02,SHP_1834
5444,REGULAR AIR,2011-03-19,SHP_1835
5601,REGULAR AIR,2012-06-01,SHP_1836
5760,DELIVERY TRUCK,2009-05-25,SHP_1837
6755,REGULAR AIR,2011-03-05,SHP_1842
6918,REGULAR AIR,2011-03-07,SHP_1843
7841,REGULAR AIR,2012-05-22,SHP_1844
8103,REGULAR AIR,2009-06-11,SHP_1845
8258,REGULAR AIR,2009-02-03,SHP_1846
8454,REGULAR AIR,2012-08-18,SHP_1847
8835,REGULAR AIR,2009-10-14,SHP_1850
9893,DELIVERY TRUCK,2009-08-19,SHP_1859
10183,DELIVERY TRUCK,2009-11-25,SHP_1860
10371,EXPRESS AIR,2009-09-18,SHP_1863
10498,REGULAR AIR,2010-10-30,SHP_1864
10624,REGULAR AIR,2009-12-22,SHP_1865
11878,REGULAR AIR,2010-02-25,SHP_1872
12130,REGULAR AIR,2011-12-12,SHP_1873
12263,REGULAR AIR,2011-06-07,SHP_1881
12551,REGULAR AIR,2012-06-18,SHP_1882
12736,REGULAR AIR,2010-03-15,SHP_1883
12768,EXPRESS AIR,2009-10-04,SHP_1884
13030,EXPRESS AIR,2009-07-24,SHP_1888
13091,REGULAR AIR,2009-11-16,SHP_1889
13383,REGULAR AIR,2012-06-17,SHP_1890
13440,REGULAR AIR,2010-10-15,SHP_1891
13735,REGULAR AIR,2009-05-23,SHP_1896
13861,REGULAR AIR,2010-11-08,SHP_1897
13892,REGULAR AIR,2012-04-28,SHP_1898
14115,REGULAR AIR,2009-08-16,SHP_1901
14695,DELIVERY TRUCK,2012-06-09,SHP_1913
15014,DELIVERY TRUCK,2010-02-13,SHP_1916
16096,EXPRESS AIR,2011-01-20,SHP_1921
16160,REGULAR AIR,2011-07-24,SHP_1922
16291,REGULAR AIR,2011-09-04,SHP_1925
16519,REGULAR AIR,2011-12-06,SHP_1926
16548,REGULAR AIR,2012-07-02,SHP_1927
16613,REGULAR AIR,2010-12-26,SHP_1928
16771,REGULAR AIR,2009-09-30,SHP_1929
17024,REGULAR AIR,2009-10-15,SHP_1932
17061,REGULAR AIR,2012-01-11,SHP_1933
17152,REGULAR AIR,2012-03-13,SHP_1934
17187,DELIVERY TRUCK,2012-09-25,SHP_1935
17312,REGULAR AIR,2011-05-21,SHP_1938
17377,REGULAR AIR,2011-10-30,SHP_1939
17634,DELIVERY TRUCK,2012-07-21,SHP_1940
17735,REGULAR AIR,2012-07-17,SHP_1944
17825,REGULAR AIR,2010-01-16,SHP_1945
17986,REGULAR AIR,2012-07-04,SHP_1948
18112,REGULAR AIR,2012-03-17,SHP_1949
18531,DELIVERY TRUCK,2012-10-31,SHP_1957
18723,REGULAR AIR,2009-08-14,SHP_1962
19653,REGULAR AIR,2012-11-09,SHP_1969
19716,REGULAR AIR,2009-06-10,SHP_1972
19782,REGULAR AIR,2012-10-22,SHP_1973
20259,REGULAR AIR,2011-05-25,SHP_1976
20614,EXPRESS AIR,2009-05-20,SHP_1982
21025,REGULAR AIR,2010-09-13,SHP_1985
21028,REGULAR AIR,2012-09-06,SHP_1986
21125,REGULAR AIR,2011-02-27,SHP_1987
21604,EXPRESS AIR,2012-03-04,SHP_1989
21824,EXPRESS AIR,2011-02-14,SHP_1990
21893,EXPRESS AIR,2011-10-25,SHP_1991
22054,REGULAR AIR,2010-07-31,SHP_1992
22181,REGULAR AIR,2011-10-16,SHP_1993
22272,REGULAR AIR,2012-08-05,SHP_1994
22373,EXPRESS AIR,2012-03-29,SHP_1995
22434,REGULAR AIR,2012-08-31,SHP_1996
22881,REGULAR AIR,2010-07-04,SHP_2000
22950,REGULAR AIR,2011-12-28,SHP_2001
23008,EXPRESS AIR,2009-11-10,SHP_2002
23202,REGULAR AIR,2011-01-08,SHP_2003
23748,DELIVERY TRUCK,2012-12-08,SHP_2008
23847,REGULAR AIR,2012-11-11,SHP_2009
23971,REGULAR AIR,2009-11-24,SHP_2010
24135,REGULAR AIR,2010-01-24,SHP_2011
24519,REGULAR AIR,2011-12-06,SHP_2016
24546,REGULAR AIR,2012-03-27,SHP_2017
24581,REGULAR AIR,2010-10-04,SHP_2020
24710,REGULAR AIR,2010-04-10,SHP_2021
25061,REGULAR AIR,2011-12-20,SHP_2025
25254,REGULAR AIR,2010-09-19,SHP_2028
25542,EXPRESS AIR,2012-12-30,SHP_2029
25569,REGULAR AIR,2012-11-07,SHP_2030
25863,EXPRESS AIR,2011-04-24,SHP_2031
25895,REGULAR AIR,2012-04-20,SHP_2032
26050,REGULAR AIR,2011-06-17,SHP_2033
26279,REGULAR AIR,2009-01-08,SHP_2037
26406,REGULAR AIR,2011-04-15,SHP_2038
26535,REGULAR AIR,2012-03-22,SHP_2039
26661,REGULAR AIR,2012-12-20,SHP_2040
26855,REGULAR AIR,2009-03-16,SHP_2041
27047,REGULAR AIR,2010-11-23,SHP_2042
27077,REGULAR AIR,2010-03-17,SHP_2043
27236,REGULAR AIR,2010-03-03,SHP_2044
28324,REGULAR AIR,2011-09-08,SHP_2051
28805,REGULAR AIR,2011-04-04,SHP_2052
28897,REGULAR AIR,2009-08-26,SHP_2053
29219,REGULAR AIR,2009-11-04,SHP_2056
29537,EXPRESS AIR,2012-09-28,SHP_2064
29671,REGULAR AIR,2010-03-23,SHP_2065
29895,DELIVERY TRUCK,2010-10-21,SHP_2066
30308,REGULAR AIR,2010-03-22,SHP_2067
30436,EXPRESS AIR,2012-12-07,SHP_2068
30820,EXPRESS AIR,2011-10-04,SHP_2069
31301,REGULAR AIR,2010-10-20,SHP_2072
31877,REGULAR AIR,2009-06-29,SHP_2079
32131,REGULAR AIR,2010-12-29,SHP_2082
32135,REGULAR AIR,2010-11-27,SHP_2083
32195,REGULAR AIR,2009-11-28,SHP_2084
32230,REGULAR AIR,2012-08-20,SHP_2085
32451,REGULAR AIR,2009-03-25,SHP_2086
32642,REGULAR AIR,2012-03-31,SHP_2087
32834,REGULAR AIR,2010-08-28,SHP_2090
33219,DELIVERY TRUCK,2011-11-12,SHP_2091
33477,REGULAR AIR,2012-10-21,SHP_2092
34211,REGULAR AIR,2012-02-16,SHP_2095
34658,DELIVERY TRUCK,2010-11-18,SHP_2098
34788,REGULAR AIR,2009-11-11,SHP_2099
35554,DELIVERY TRUCK,2012-09-26,SHP_2106
35877,REGULAR AIR,2010-05-28,SHP_2110
36484,EXPRESS AIR,2012-01-29,SHP_2116
36679,REGULAR AIR,2011-02-09,SHP_2119
36866,REGULAR AIR,2010-03-26,SHP_2122
37216,REGULAR AIR,2010-01-12,SHP_2127
37314,REGULAR AIR,2011-05-05,SHP_2128
37349,EXPRESS AIR,2010-02-17,SHP_2129
37920,REGULAR AIR,2010-07-16,SHP_2132
38052,REGULAR AIR,2012-02-15,SHP_2133
38080,REGULAR AIR,2009-09-15,SHP_2134
38530,REGULAR AIR,2011-04-17,SHP_2141
38726,REGULAR AIR,2009-05-23,SHP_2142
39172,REGULAR AIR,2010-02-07,SHP_2143
39269,REGULAR AIR,2012-02-11,SHP_2144
39330,EXPRESS AIR,2010-07-18,SHP_2145
39365,EXPRESS AIR,2012-05-17,SHP_2146
39430,REGULAR AIR,2009-06-17,SHP_2147
39555,REGULAR AIR,2012-09-09,SHP_2148
39815,REGULAR AIR,2009-04-13,SHP_2151
40001,REGULAR AIR,2011-02-26,SHP_2152
40386,EXPRESS AIR,2011-02-20,SHP_2153
40647,REGULAR AIR,2009-08-18,SHP_2154
41120,REGULAR AIR,2012-09-07,SHP_2155
41122,EXPRESS AIR,2010-02-23,SHP_2156
41221,REGULAR AIR,2009-09-13,SHP_2159
41282,REGULAR AIR,2009-06-07,SHP_2160
41312,REGULAR AIR,2012-01-02,SHP_2161
41318,EXPRESS AIR,2011-10-18,SHP_2162
41345,REGULAR AIR,2012-02-02,SHP_2163
41604,REGULAR AIR,2009-11-02,SHP_2164
41891,REGULAR AIR,2011-05-23,SHP_2165
42022,REGULAR AIR,2009-09-25,SHP_2166
42086,REGULAR AIR,2010-07-23,SHP_2169
42465,REGULAR AIR,2010-12-22,SHP_2172
42657,REGULAR AIR,2011-05-10,SHP_2173
42820,REGULAR AIR,2010-02-23,SHP_2174
42848,REGULAR AIR,2012-08-10,SHP_2175
43269,REGULAR AIR,2009-12-04,SHP_2176
44197,DELIVERY TRUCK,2009-01-23,SHP_2187
44229,REGULAR AIR,2010-05-14,SHP_2188
44386,REGULAR AIR,2012-11-04,SHP_2189
44390,REGULAR AIR,2010-05-12,SHP_2190
44612,REGULAR AIR,2011-03-15,SHP_2191
44615,REGULAR AIR,2010-10-05,SHP_2194
44864,REGULAR AIR,2010-06-24,SHP_2195
44900,REGULAR AIR,2010-10-02,SHP_2196
45190,DELIVERY TRUCK,2010-11-19,SHP_2204
45414,REGULAR AIR,2009-12-02,SHP_2205
45700,REGULAR AIR,2012-11-13,SHP_2206
45824,REGULAR AIR,2009-08-12,SHP_2207
46434,REGULAR AIR,2010-02-04,SHP_2212
46466,REGULAR AIR,2012-02-22,SHP_2213
46626,DELIVERY TRUCK,2012-01-07,SHP_2216
46853,REGULAR AIR,2009-05-22,SHP_2217
46855,REGULAR AIR,2010-06-03,SHP_2218
46919,REGULAR AIR,2009-06-20,SHP_2219
46977,REGULAR AIR,2012-09-05,SHP_2220
47041,REGULAR AIR,2012-03-04,SHP_2221
47301,REGULAR AIR,2011-07-22,SHP_2222
48003,REGULAR AIR,2012-01-28,SHP_2224
48357,REGULAR AIR,2009-03-28,SHP_2227
48710,REGULAR AIR,2009-11-26,SHP_2232
49094,REGULAR AIR,2012-05-09,SHP_2233
49125,EXPRESS AIR,2009-03-31,SHP_2234
49538,REGULAR AIR,2010-03-21,SHP_2235
49730,DELIVERY TRUCK,2009-05-01,SHP_2236
49924,REGULAR AIR,2011-05-27,SHP_2237
50306,REGULAR AIR,2011-05-22,SHP_2238
50566,REGULAR AIR,2011-09-09,SHP_2239
50823,REGULAR AIR,2009-07-26,SHP_2240
51109,REGULAR AIR,2012-10-11,SHP_2244
51559,REGULAR AIR,2012-03-13,SHP_2247
51813,REGULAR AIR,2012-12-23,SHP_2248
51937,DELIVERY TRUCK,2009-02-27,SHP_2249
52098,REGULAR AIR,2010-10-03,SHP_2250
52102,REGULAR AIR,2010-12-09,SHP_2251
52135,REGULAR AIR,2010-03-26,SHP_2252
52256,REGULAR AIR,2010-06-11,SHP_2255
52391,REGULAR AIR,2009-12-14,SHP_2256
53254,REGULAR AIR,2009-08-21,SHP_2267
53281,DELIVERY TRUCK,2009-04-04,SHP_2268
53285,REGULAR AIR,2012-05-26,SHP_2269
53637,EXPRESS AIR,2011-03-18,SHP_2272
53698,EXPRESS AIR,2012-06-17,SHP_2273
54245,REGULAR AIR,2011-03-25,SHP_2276
54401,REGULAR AIR,2011-06-12,SHP_2279
54563,REGULAR AIR,2010-06-10,SHP_2280
54694,REGULAR AIR,2009-09-19,SHP_2281
54755,REGULAR AIR,2009-10-12,SHP_2282
55073,REGULAR AIR,2012-03-20,SHP_2285
55270,REGULAR AIR,2010-01-23,SHP_2286
55716,REGULAR AIR,2012-10-23,SHP_2287
55776,DELIVERY TRUCK,2009-03-23,SHP_2288
56039,REGULAR AIR,2011-11-30,SHP_2294
57092,REGULAR AIR,2010-02-05,SHP_2297
57415,REGULAR AIR,2009-03-25,SHP_2303
57606,REGULAR AIR,2010-04-01,SHP_2304
57794,REGULAR AIR,2009-07-28,SHP_2305
58054,REGULAR AIR,2011-04-01,SHP_2306
58853,DELIVERY TRUCK,2012-05-14,SHP_2315
59589,REGULAR AIR,2012-11-04,SHP_2321
134,REGULAR AIR,2012-02-05,SHP_2326
740,REGULAR AIR,2011-07-15,SHP_2327
