Order_ID,Order_Date,Order_Priority,Ord_id
17986,2012-05-04,NOT SPECIFIED,Ord_1412
18112,2012-03-16,NOT SPECIFIED,Ord_1413
18178,2009-02-11,LOW,Ord_1414
18182,2011-10-04,MEDIUM,Ord_1415
18405,2009-07-01,MEDIUM,Ord_1416
18531,2012-10-29,CRITICAL,Ord_1417
18533,2009-06-11,NOT SPECIFIED,Ord_1418
18661,2012-08-09,LOW,Ord_1419
18723,2009-12-08,MEDIUM,Ord_1420
18753,2009-07-31,MEDIUM,Ord_1421
19204,2009-09-18,MEDIUM,Ord_1422
19394,2012-12-25,MEDIUM,Ord_1423
19653,2012-11-09,NOT SPECIFIED,Ord_1424
19687,2010-08-13,MEDIUM,Ord_1425
19716,2009-09-29,LOW,Ord_1426
19782,2012-10-18,LOW,Ord_1427
20134,2011-12-03,LOW,Ord_1428
20259,2011-05-24,CRITICAL,Ord_1429
20261,2009-05-20,MEDIUM,Ord_1430
20453,2011-10-03,MEDIUM,Ord_1431
20614,2009-05-18,NOT SPECIFIED,Ord_1432
20709,2009-11-08,HIGH,Ord_1433
21025,2010-11-09,NOT SPECIFIED,Ord_1434
21028,2012-07-06,CRITICAL,Ord_1435
21125,2011-02-26,NOT SPECIFIED,Ord_1436
21382,2012-12-01,CRITICAL,Ord_1437
21604,2012-01-04,MEDIUM,Ord_1438
21824,2011-07-02,LOW,Ord_1439
21893,2011-10-24,CRITICAL,Ord_1440
22054,2010-07-29,MEDIUM,Ord_1441
22181,2011-07-10,LOW,Ord_1442
22272,2012-06-05,HIGH,Ord_1443
22373,2012-03-28,HIGH,Ord_1444
22434,2012-08-29,CRITICAL,Ord_1445
22849,2011-02-14,NOT SPECIFIED,Ord_1446
22881,2010-06-04,MEDIUM,Ord_1447
22950,2011-12-21,LOW,Ord_1448
23008,2009-09-10,CRITICAL,Ord_1449
23202,2011-07-30,HIGH,Ord_1450
23426,2011-02-16,CRITICAL,Ord_1451
23649,2012-05-09,NOT SPECIFIED,Ord_1452
23748,2012-10-08,HIGH,Ord_1453
23847,2012-09-11,NOT SPECIFIED,Ord_1454
23971,2009-11-21,CRITICAL,Ord_1455
24135,2010-01-22,LOW,Ord_1456
24196,2010-07-30,HIGH,Ord_1457
24197,2010-03-02,LOW,Ord_1458
24519,2011-11-06,CRITICAL,Ord_1459
24546,2012-03-26,CRITICAL,Ord_1460
24579,2012-11-18,HIGH,Ord_1461
24581,2010-09-04,HIGH,Ord_1462
24710,2010-09-30,LOW,Ord_1463
24960,2011-01-27,HIGH,Ord_1464
25061,2011-12-18,MEDIUM,Ord_1465
25095,2011-01-25,LOW,Ord_1466
25254,2010-09-17,CRITICAL,Ord_1467
25542,2012-12-30,LOW,Ord_1468
25569,2012-09-07,HIGH,Ord_1469
25863,2011-04-22,NOT SPECIFIED,Ord_1470
25895,2012-04-17,MEDIUM,Ord_1471
26050,2011-06-16,HIGH,Ord_1472
26145,2011-04-07,LOW,Ord_1473
26279,2009-07-30,NOT SPECIFIED,Ord_1474
26406,2011-12-04,NOT SPECIFIED,Ord_1475
26535,2012-03-20,NOT SPECIFIED,Ord_1476
26661,2012-12-19,MEDIUM,Ord_1477
26855,2009-03-15,HIGH,Ord_1478
27047,2010-11-22,HIGH,Ord_1479
27077,2010-03-15,CRITICAL,Ord_1480
27236,2010-02-03,HIGH,Ord_1481
27589,2011-09-15,MEDIUM,Ord_1482
27681,2010-11-24,MEDIUM,Ord_1483
28033,2010-09-14,HIGH,Ord_1484
28324,2011-07-08,HIGH,Ord_1485
28805,2011-02-04,MEDIUM,Ord_1486
28897,2009-08-24,MEDIUM,Ord_1487
28932,2010-07-21,LOW,Ord_1488
29219,2009-10-04,NOT SPECIFIED,Ord_1489
29410,2009-09-17,CRITICAL,Ord_1490
29411,2012-06-04,HIGH,Ord_1491
29475,2010-02-22,HIGH,Ord_1492
29537,2012-09-19,LOW,Ord_1493
29671,2010-03-22,CRITICAL,Ord_1494
29895,2010-10-20,MEDIUM,Ord_1495
30308,2010-03-21,MEDIUM,Ord_1496
30436,2012-07-07,LOW,Ord_1497
30820,2011-09-04,CRITICAL,Ord_1498
31046,2011-07-02,CRITICAL,Ord_1499
31301,2010-10-18,LOW,Ord_1500
31495,2010-04-08,LOW,Ord_1501
31523,2012-08-03,LOW,Ord_1502
31552,2012-11-11,HIGH,Ord_1503
31877,2009-06-29,MEDIUM,Ord_1504
32037,2009-02-16,LOW,Ord_1505
32131,2010-12-27,CRITICAL,Ord_1506
32135,2010-11-25,HIGH,Ord_1507
32195,2009-11-25,MEDIUM,Ord_1508
32230,2012-08-19,HIGH,Ord_1509
32451,2009-03-24,NOT SPECIFIED,Ord_1510
32642,2012-03-29,MEDIUM,Ord_1511
32803,2011-12-16,MEDIUM,Ord_1512
32834,2010-08-27,CRITICAL,Ord_1513
33219,2011-10-12,HIGH,Ord_1514
33477,2012-10-19,HIGH,Ord_1515
34082,2011-10-28,NOT SPECIFIED,Ord_1516
34211,2012-02-13,NOT SPECIFIED,Ord_1517
34244,2010-09-29,LOW,Ord_1518
34658,2010-11-18,MEDIUM,Ord_1519
34788,2009-09-11,HIGH,Ord_1520
34918,2009-10-23,MEDIUM,Ord_1521
35079,2010-08-14,HIGH,Ord_1522
35110,2011-10-18,HIGH,Ord_1523
35554,2012-09-24,NOT SPECIFIED,Ord_1524
35555,2011-04-03,MEDIUM,Ord_1525
35877,2010-05-25,HIGH,Ord_1526
35878,2010-08-13,MEDIUM,Ord_1527
36448,2010-10-09,MEDIUM,Ord_1528
36452,2009-05-04,HIGH,Ord_1529
36484,2012-01-28,CRITICAL,Ord_1530
36643,2009-02-23,CRITICAL,Ord_1531
36679,2011-08-30,CRITICAL,Ord_1532
36741,2010-12-19,CRITICAL,Ord_1533
36866,2010-03-24,LOW,Ord_1534
36929,2012-05-25,LOW,Ord_1535
36999,2009-12-12,MEDIUM,Ord_1536
37216,2010-11-30,HIGH,Ord_1537
37314,2011-04-05,MEDIUM,Ord_1538
37349,2010-02-15,CRITICAL,Ord_1539
37828,2011-04-20,LOW,Ord_1540
37920,2010-07-14,CRITICAL,Ord_1541
38052,2012-02-15,LOW,Ord_1542
38080,2009-09-14,NOT SPECIFIED,Ord_1543
38145,2009-12-09,NOT SPECIFIED,Ord_1544
38437,2012-08-05,CRITICAL,Ord_1545
38503,2009-05-05,LOW,Ord_1546
38530,2011-04-17,CRITICAL,Ord_1547
38726,2009-05-21,MEDIUM,Ord_1548
39172,2010-06-25,LOW,Ord_1549
39269,2012-10-26,LOW,Ord_1550
39330,2010-07-17,CRITICAL,Ord_1551
39365,2012-05-14,HIGH,Ord_1552
39430,2009-06-13,LOW,Ord_1553
39555,2012-04-09,LOW,Ord_1554
39749,2010-06-27,HIGH,Ord_1555
39815,2009-09-04,LOW,Ord_1556
40001,2011-02-24,MEDIUM,Ord_1557
40386,2011-02-18,HIGH,Ord_1558
40647,2009-08-17,HIGH,Ord_1559
41120,2012-07-07,LOW,Ord_1560
41122,2010-02-21,NOT SPECIFIED,Ord_1561
41187,2010-09-30,LOW,Ord_1562
41221,2009-12-09,CRITICAL,Ord_1563
41282,2009-04-07,MEDIUM,Ord_1564
41312,2012-01-31,NOT SPECIFIED,Ord_1565
41318,2011-09-10,LOW,Ord_1566
41345,2012-02-02,MEDIUM,Ord_1567
41604,2009-10-02,MEDIUM,Ord_1568
41891,2011-05-22,HIGH,Ord_1569
42022,2009-09-24,MEDIUM,Ord_1570
42081,2011-10-01,LOW,Ord_1571
42086,2010-07-22,HIGH,Ord_1572
42246,2012-04-26,NOT SPECIFIED,Ord_1573
42465,2010-12-21,MEDIUM,Ord_1574
42657,2011-03-10,LOW,Ord_1575
42820,2010-02-16,LOW,Ord_1576
42848,2012-06-10,NOT SPECIFIED,Ord_1577
43269,2009-10-04,CRITICAL,Ord_1578
43367,2010-09-03,CRITICAL,Ord_1579
43399,2009-07-30,HIGH,Ord_1580
43875,2011-07-12,CRITICAL,Ord_1581
44197,2009-01-20,HIGH,Ord_1582
44229,2010-05-14,MEDIUM,Ord_1583
44386,2012-09-04,MEDIUM,Ord_1584
44390,2010-03-12,NOT SPECIFIED,Ord_1585
44612,2011-03-13,HIGH,Ord_1586
44614,2010-06-14,LOW,Ord_1587
44615,2010-09-05,MEDIUM,Ord_1588
44864,2010-06-17,LOW,Ord_1589
44900,2010-09-02,MEDIUM,Ord_1590
44960,2011-03-05,LOW,Ord_1591
44992,2012-12-24,CRITICAL,Ord_1592
45125,2012-05-28,CRITICAL,Ord_1593
45190,2010-11-19,HIGH,Ord_1594
45414,2009-11-02,CRITICAL,Ord_1595
45700,2012-11-13,HIGH,Ord_1596
45824,2009-06-12,NOT SPECIFIED,Ord_1597
45991,2011-02-14,LOW,Ord_1598
46307,2011-06-02,MEDIUM,Ord_1599
46434,2010-01-04,CRITICAL,Ord_1600
46466,2012-02-21,MEDIUM,Ord_1601
46528,2009-06-12,MEDIUM,Ord_1602
46626,2012-06-27,LOW,Ord_1603
46853,2009-05-22,LOW,Ord_1604
46855,2010-05-03,HIGH,Ord_1605
46919,2009-06-18,LOW,Ord_1606
46977,2012-07-05,MEDIUM,Ord_1607
47041,2012-01-04,NOT SPECIFIED,Ord_1608
47301,2011-07-17,LOW,Ord_1609
48003,2012-01-26,MEDIUM,Ord_1610
48195,2010-11-27,NOT SPECIFIED,Ord_1611
48357,2009-03-28,NOT SPECIFIED,Ord_1612
48615,2012-03-12,LOW,Ord_1613
48642,2010-01-02,HIGH,Ord_1614
48710,2009-11-25,MEDIUM,Ord_1615
49094,2012-03-09,CRITICAL,Ord_1616
49125,2009-03-29,NOT SPECIFIED,Ord_1617
49538,2010-03-17,LOW,Ord_1618
49730,2009-04-01,HIGH,Ord_1619
49924,2011-05-25,CRITICAL,Ord_1620
50306,2011-05-20,MEDIUM,Ord_1621
50566,2011-07-09,NOT SPECIFIED,Ord_1622
50823,2009-07-21,LOW,Ord_1623
50854,2011-12-17,CRITICAL,Ord_1624
51109,2012-08-11,HIGH,Ord_1625
51395,2010-09-06,LOW,Ord_1626
51559,2012-04-03,LOW,Ord_1627
51813,2012-12-21,NOT SPECIFIED,Ord_1628
51937,2009-02-27,HIGH,Ord_1629
52098,2010-10-03,MEDIUM,Ord_1630
52102,2010-12-09,MEDIUM,Ord_1631
52135,2010-03-24,LOW,Ord_1632
52162,2011-01-11,NOT SPECIFIED,Ord_1633
52256,2010-04-11,NOT SPECIFIED,Ord_1634
52391,2009-12-12,HIGH,Ord_1635
52642,2011-06-14,LOW,Ord_1636
52645,2012-07-03,LOW,Ord_1637
52711,2011-09-23,NOT SPECIFIED,Ord_1638
52896,2010-10-22,HIGH,Ord_1639
52999,2012-04-25,NOT SPECIFIED,Ord_1640
53254,2009-08-18,MEDIUM,Ord_1641
53281,2009-02-04,CRITICAL,Ord_1642
53285,2012-05-24,CRITICAL,Ord_1643
53312,2009-04-07,MEDIUM,Ord_1644
53637,2011-03-17,HIGH,Ord_1645
53698,2012-06-16,MEDIUM,Ord_1646
54183,2012-04-15,CRITICAL,Ord_1647
54245,2011-03-24,MEDIUM,Ord_1648
54339,2012-02-05,LOW,Ord_1649
54401,2011-04-12,HIGH,Ord_1650
54563,2010-04-10,CRITICAL,Ord_1651
54694,2009-09-19,CRITICAL,Ord_1652
54755,2009-07-12,CRITICAL,Ord_1653
54914,2011-08-28,CRITICAL,Ord_1654
55073,2012-03-20,LOW,Ord_1655
55270,2010-01-22,MEDIUM,Ord_1656
55716,2012-10-22,HIGH,Ord_1657
55776,2009-03-22,NOT SPECIFIED,Ord_1658
55874,2009-02-16,MEDIUM,Ord_1659
56002,2009-04-07,LOW,Ord_1660
56039,2011-11-25,LOW,Ord_1661
56710,2010-11-05,NOT SPECIFIED,Ord_1662
57092,2010-01-05,CRITICAL,Ord_1663
57253,2009-05-01,CRITICAL,Ord_1664
57382,2009-03-23,MEDIUM,Ord_1665
57415,2009-03-24,MEDIUM,Ord_1666
57606,2010-03-01,NOT SPECIFIED,Ord_1667
57794,2009-07-26,LOW,Ord_1668
58054,2011-04-01,HIGH,Ord_1669
58113,2012-01-02,HIGH,Ord_1670
58528,2010-10-27,MEDIUM,Ord_1671
58598,2011-08-22,MEDIUM,Ord_1672
58851,2010-07-06,LOW,Ord_1673
58853,2012-05-13,CRITICAL,Ord_1674
59015,2012-05-26,MEDIUM,Ord_1675
59075,2012-02-26,LOW,Ord_1676
59108,2011-07-10,LOW,Ord_1677
59589,2012-11-04,MEDIUM,Ord_1678
59685,2012-10-12,CRITICAL,Ord_1679
59845,2009-12-22,LOW,Ord_1680
134,2012-04-30,NOT SPECIFIED,Ord_1681
740,2011-07-15,MEDIUM,Ord_1682
833,2009-12-02,MEDIUM,Ord_1683
1573,2012-12-27,HIGH,Ord_1684
1639,2011-08-19,NOT SPECIFIED,Ord_1685
2053,2011-06-02,CRITICAL,Ord_1686
2146,2012-09-13,NOT SPECIFIED,Ord_1687
2752,2010-11-18,HIGH,Ord_1688
5445,2010-07-25,LOW,Ord_1689
5699,2012-07-29,LOW,Ord_1690
6823,2009-07-21,NOT SPECIFIED,Ord_1691
6948,2010-09-12,NOT SPECIFIED,Ord_1692
7462,2011-02-20,HIGH,Ord_1693
7845,2009-12-13,CRITICAL,Ord_1694
8033,2012-04-24,HIGH,Ord_1695
8388,2012-02-23,LOW,Ord_1696
9761,2012-01-22,NOT SPECIFIED,Ord_1697
9863,2011-04-09,CRITICAL,Ord_1698
10342,2011-11-22,MEDIUM,Ord_1699
10434,2009-12-23,HIGH,Ord_1700
11040,2011-10-23,NOT SPECIFIED,Ord_1701
11302,2009-01-03,LOW,Ord_1702
11398,2012-06-08,HIGH,Ord_1703
11584,2009-11-22,MEDIUM,Ord_1704
11652,2011-10-11,NOT SPECIFIED,Ord_1705
11686,2009-01-27,NOT SPECIFIED,Ord_1706
13895,2010-11-20,HIGH,Ord_1707
14820,2012-09-01,HIGH,Ord_1708
15170,2009-03-18,CRITICAL,Ord_1709
15780,2011-04-13,CRITICAL,Ord_1710
16098,2012-07-21,LOW,Ord_1711
16103,2012-07-15,NOT SPECIFIED,Ord_1712
16610,2009-10-10,HIGH,Ord_1713
18757,2012-05-22,LOW,Ord_1714
19431,2009-05-23,NOT SPECIFIED,Ord_1715
19584,2009-04-16,CRITICAL,Ord_1716
20262,2009-12-26,NOT SPECIFIED,Ord_1717
20545,2010-09-10,NOT SPECIFIED,Ord_1718
20577,2010-09-02,CRITICAL,Ord_1719
20804,2011-11-26,LOW,Ord_1720
21414,2011-04-05,CRITICAL,Ord_1721
21447,2010-03-06,NOT SPECIFIED,Ord_1722
21479,2009-08-28,MEDIUM,Ord_1723
22208,2009-10-13,HIGH,Ord_1724
22279,2009-12-22,NOT SPECIFIED,Ord_1725
23174,2012-07-26,LOW,Ord_1726
23333,2009-05-08,MEDIUM,Ord_1727
24640,2011-01-29,MEDIUM,Ord_1728
25056,2010-09-21,NOT SPECIFIED,Ord_1729
26244,2010-03-08,HIGH,Ord_1730
27201,2012-07-25,HIGH,Ord_1731
27808,2010-01-26,LOW,Ord_1732
29573,2012-01-16,CRITICAL,Ord_1733
29862,2011-06-19,MEDIUM,Ord_1734
30433,2010-09-06,MEDIUM,Ord_1735
30532,2011-11-26,HIGH,Ord_1736
30597,2012-05-08,HIGH,Ord_1737
30981,2011-02-15,LOW,Ord_1738
31751,2011-05-26,HIGH,Ord_1739
31873,2009-08-11,LOW,Ord_1740
32000,2012-09-13,LOW,Ord_1741
32737,2009-10-28,HIGH,Ord_1742
35012,2012-08-06,MEDIUM,Ord_1743
35042,2010-02-12,NOT SPECIFIED,Ord_1744
35713,2012-10-17,MEDIUM,Ord_1745
36229,2012-09-21,NOT SPECIFIED,Ord_1746
36933,2011-12-07,HIGH,Ord_1747
37152,2011-05-22,MEDIUM,Ord_1748
37223,2011-10-11,LOW,Ord_1749
37254,2009-09-18,HIGH,Ord_1750
37441,2009-02-24,CRITICAL,Ord_1751
38084,2009-03-20,NOT SPECIFIED,Ord_1752
39168,2012-05-17,HIGH,Ord_1753
39333,2010-02-17,CRITICAL,Ord_1754
39589,2009-02-08,CRITICAL,Ord_1755
39906,2009-03-17,MEDIUM,Ord_1756
40097,2009-09-01,LOW,Ord_1757
40193,2012-02-09,HIGH,Ord_1758
40258,2009-09-04,NOT SPECIFIED,Ord_1759
40544,2009-06-04,LOW,Ord_1760
41765,2009-09-12,MEDIUM,Ord_1761
42242,2009-01-04,NOT SPECIFIED,Ord_1762
42369,2010-05-08,CRITICAL,Ord_1763
42690,2010-09-28,LOW,Ord_1764
45184,2010-06-17,LOW,Ord_1765
45632,2010-10-05,NOT SPECIFIED,Ord_1766
46276,2012-09-12,CRITICAL,Ord_1767
46566,2012-09-04,MEDIUM,Ord_1768
48198,2009-11-20,CRITICAL,Ord_1769
48453,2009-07-26,MEDIUM,Ord_1770
48518,2009-02-04,MEDIUM,Ord_1771
49349,2011-01-06,HIGH,Ord_1772
49668,2009-02-12,LOW,Ord_1773
50309,2011-03-15,LOW,Ord_1774
52327,2011-12-20,MEDIUM,Ord_1775
52516,2012-05-01,HIGH,Ord_1776
52800,2010-10-10,NOT SPECIFIED,Ord_1777
53574,2012-09-04,MEDIUM,Ord_1778
54023,2012-07-22,NOT SPECIFIED,Ord_1779
55265,2009-09-23,LOW,Ord_1780
55398,2010-01-20,MEDIUM,Ord_1781
55458,2012-03-16,HIGH,Ord_1782
55809,2011-10-09,CRITICAL,Ord_1783
56992,2010-04-18,NOT SPECIFIED,Ord_1784
58210,2012-06-12,MEDIUM,Ord_1785
58277,2009-01-24,MEDIUM,Ord_1786
58720,2010-07-03,NOT SPECIFIED,Ord_1787
58820,2010-02-27,LOW,Ord_1788
1382,2010-08-16,LOW,Ord_1789
1411,2009-12-20,HIGH,Ord_1790
1444,2009-05-12,MEDIUM,Ord_1791
3942,2010-06-27,NOT SPECIFIED,Ord_1792
4647,2009-05-13,MEDIUM,Ord_1793
4960,2011-02-25,LOW,Ord_1794
7367,2011-05-06,LOW,Ord_1795
7938,2010-03-13,MEDIUM,Ord_1796
8320,2009-09-19,NOT SPECIFIED,Ord_1797
8807,2010-02-25,LOW,Ord_1798
9062,2011-03-20,HIGH,Ord_1799
9602,2012-10-11,CRITICAL,Ord_1800
10209,2010-11-29,MEDIUM,Ord_1801
10338,2011-07-14,NOT SPECIFIED,Ord_1802
10688,2012-12-05,MEDIUM,Ord_1803
11206,2009-12-28,LOW,Ord_1804
11585,2009-03-15,MEDIUM,Ord_1805
12868,2011-01-03,CRITICAL,Ord_1806
14215,2012-07-13,MEDIUM,Ord_1807
14662,2011-11-16,HIGH,Ord_1808
14727,2012-07-19,MEDIUM,Ord_1809
15781,2012-03-09,HIGH,Ord_1810
17157,2012-09-19,LOW,Ord_1811
17795,2009-01-04,MEDIUM,Ord_1812
20449,2010-03-01,MEDIUM,Ord_1813
21890,2011-01-24,NOT SPECIFIED,Ord_1814
22020,2010-05-17,CRITICAL,Ord_1815
22149,2011-09-23,LOW,Ord_1816
23078,2011-09-15,MEDIUM,Ord_1817
23619,2012-12-21,MEDIUM,Ord_1818
24003,2009-10-31,CRITICAL,Ord_1819
25442,2012-05-01,HIGH,Ord_1820
25927,2009-04-22,MEDIUM,Ord_1821
26243,2011-07-16,LOW,Ord_1822
28515,2010-06-30,HIGH,Ord_1823
29667,2009-07-24,NOT SPECIFIED,Ord_1824
30023,2010-10-15,LOW,Ord_1825
30215,2009-02-26,MEDIUM,Ord_1826
31845,2012-10-22,LOW,Ord_1827
32999,2009-04-14,LOW,Ord_1828
35777,2010-08-09,CRITICAL,Ord_1829
36005,2010-09-17,LOW,Ord_1830
36196,2011-06-08,NOT SPECIFIED,Ord_1831
36230,2009-10-06,HIGH,Ord_1832
36294,2012-08-20,MEDIUM,Ord_1833
36737,2010-03-15,NOT SPECIFIED,Ord_1834
37287,2012-01-11,LOW,Ord_1835
37831,2012-07-26,NOT SPECIFIED,Ord_1836
38372,2010-05-15,HIGH,Ord_1837
38912,2012-10-28,LOW,Ord_1838
39040,2009-05-21,CRITICAL,Ord_1839
40896,2011-02-09,NOT SPECIFIED,Ord_1840
40994,2012-09-10,HIGH,Ord_1841
41607,2009-12-19,MEDIUM,Ord_1842
41666,2012-03-03,MEDIUM,Ord_1843
42306,2012-09-14,HIGH,Ord_1844
42469,2012-08-11,NOT SPECIFIED,Ord_1845
42528,2010-02-23,MEDIUM,Ord_1846
42884,2010-12-03,NOT SPECIFIED,Ord_1847
43302,2011-08-23,LOW,Ord_1848
43460,2012-11-06,MEDIUM,Ord_1849
43972,2010-03-16,LOW,Ord_1850
44000,2012-04-10,NOT SPECIFIED,Ord_1851
46177,2010-05-12,LOW,Ord_1852
48226,2009-06-01,LOW,Ord_1853
48455,2009-02-06,CRITICAL,Ord_1854
48929,2009-10-22,HIGH,Ord_1855
48994,2010-10-22,NOT SPECIFIED,Ord_1856
51111,2012-09-02,NOT SPECIFIED,Ord_1857
55425,2011-01-11,CRITICAL,Ord_1858
55815,2011-01-13,HIGH,Ord_1859
55940,2009-04-29,NOT SPECIFIED,Ord_1860
56166,2010-04-08,CRITICAL,Ord_1861
57638,2012-04-22,LOW,Ord_1862
57890,2009-02-26,CRITICAL,Ord_1863
2244,2010-08-01,CRITICAL,Ord_1864
3104,2010-09-15,MEDIUM,Ord_1865
6179,2009-02-06,NOT SPECIFIED,Ord_1866
11747,2010-02-25,MEDIUM,Ord_1867
11877,2010-05-23,NOT SPECIFIED,Ord_1868
15271,2010-07-25,CRITICAL,Ord_1869
22561,2011-01-20,CRITICAL,Ord_1870
25860,2010-02-01,LOW,Ord_1871
775,2011-03-17,CRITICAL,Ord_1872
900,2009-09-30,NOT SPECIFIED,Ord_1873
964,2011-05-19,MEDIUM,Ord_1874
2722,2009-08-04,LOW,Ord_1875
3078,2010-11-02,HIGH,Ord_1876
3456,2010-05-31,LOW,Ord_1877
3556,2012-09-22,NOT SPECIFIED,Ord_1878
3654,2012-02-06,LOW,Ord_1879
3680,2012-09-12,NOT SPECIFIED,Ord_1880
4162,2012-09-02,LOW,Ord_1881
4896,2012-08-21,CRITICAL,Ord_1882
4965,2010-10-20,LOW,Ord_1883
5830,2010-03-24,MEDIUM,Ord_1884
6695,2012-06-27,LOW,Ord_1885
6885,2012-06-19,LOW,Ord_1886
7458,2012-04-04,CRITICAL,Ord_1887
9024,2012-02-06,MEDIUM,Ord_1888
9894,2009-03-18,HIGH,Ord_1889
11011,2012-05-13,HIGH,Ord_1890
11271,2011-10-18,HIGH,Ord_1891
12005,2012-06-24,NOT SPECIFIED,Ord_1892
13284,2012-12-08,HIGH,Ord_1893
13476,2010-10-16,NOT SPECIFIED,Ord_1894
14182,2009-06-22,LOW,Ord_1895
14528,2009-06-15,CRITICAL,Ord_1896
15009,2011-12-21,NOT SPECIFIED,Ord_1897
15619,2011-06-28,LOW,Ord_1898
15971,2009-08-14,HIGH,Ord_1899
16036,2012-05-01,MEDIUM,Ord_1900
16452,2012-08-23,MEDIUM,Ord_1901
17408,2009-05-27,NOT SPECIFIED,Ord_1902
17410,2010-01-09,LOW,Ord_1903
18849,2012-05-08,HIGH,Ord_1904
19174,2010-07-16,MEDIUM,Ord_1905
20098,2011-08-12,MEDIUM,Ord_1906
20711,2009-01-19,CRITICAL,Ord_1907
20932,2012-07-29,HIGH,Ord_1908
21319,2010-04-29,MEDIUM,Ord_1909
21344,2012-09-12,LOW,Ord_1910
21538,2009-07-27,MEDIUM,Ord_1911
21574,2010-01-15,CRITICAL,Ord_1912
22242,2009-06-15,NOT SPECIFIED,Ord_1913
23271,2010-03-11,HIGH,Ord_1914
23428,2012-10-28,HIGH,Ord_1915
25092,2010-01-12,HIGH,Ord_1916
25280,2011-05-21,NOT SPECIFIED,Ord_1917
25666,2012-02-09,CRITICAL,Ord_1918
25669,2011-01-16,CRITICAL,Ord_1919
26276,2010-12-09,LOW,Ord_1920
26912,2012-04-27,LOW,Ord_1921
27137,2011-12-31,HIGH,Ord_1922
27335,2010-06-11,LOW,Ord_1923
27430,2011-01-31,HIGH,Ord_1924
27559,2011-10-30,HIGH,Ord_1925
29797,2010-06-26,HIGH,Ord_1926
31682,2010-09-03,LOW,Ord_1927
32389,2010-10-31,MEDIUM,Ord_1928
32420,2009-07-29,MEDIUM,Ord_1929
33699,2009-07-26,LOW,Ord_1930
33797,2009-11-01,NOT SPECIFIED,Ord_1931
33958,2011-02-02,CRITICAL,Ord_1932
36454,2011-02-18,CRITICAL,Ord_1933
36609,2009-05-14,NOT SPECIFIED,Ord_1934
36800,2010-10-09,HIGH,Ord_1935
37443,2010-04-15,NOT SPECIFIED,Ord_1936
37792,2011-12-29,HIGH,Ord_1937
37829,2010-09-29,NOT SPECIFIED,Ord_1938
38087,2009-02-21,CRITICAL,Ord_1939
38341,2009-05-18,MEDIUM,Ord_1940
38599,2009-10-26,HIGH,Ord_1941
38721,2009-03-24,CRITICAL,Ord_1942
38976,2010-12-25,CRITICAL,Ord_1943
39300,2012-04-22,HIGH,Ord_1944
39393,2010-11-17,NOT SPECIFIED,Ord_1945
39842,2010-12-19,MEDIUM,Ord_1946
41766,2012-11-09,CRITICAL,Ord_1947
43813,2009-07-21,NOT SPECIFIED,Ord_1948
44292,2011-06-14,NOT SPECIFIED,Ord_1949
44583,2009-04-10,LOW,Ord_1950
45381,2011-08-21,MEDIUM,Ord_1951
46531,2011-08-21,LOW,Ord_1952
47136,2011-01-24,MEDIUM,Ord_1953
47813,2009-08-27,HIGH,Ord_1954
48263,2010-09-03,MEDIUM,Ord_1955
48706,2012-10-30,LOW,Ord_1956
48963,2010-10-19,NOT SPECIFIED,Ord_1957
49312,2011-02-21,CRITICAL,Ord_1958
49472,2010-07-16,LOW,Ord_1959
49891,2009-12-09,NOT SPECIFIED,Ord_1960
49984,2009-11-05,LOW,Ord_1961
50471,2012-03-01,LOW,Ord_1962
51203,2011-12-21,HIGH,Ord_1963
51233,2009-09-12,LOW,Ord_1964
52195,2011-10-26,NOT SPECIFIED,Ord_1965
53123,2009-08-31,NOT SPECIFIED,Ord_1966
54533,2011-12-18,MEDIUM,Ord_1967
55139,2010-01-17,NOT SPECIFIED,Ord_1968
55392,2009-06-06,CRITICAL,Ord_1969
55616,2011-08-05,HIGH,Ord_1970
55909,2009-05-19,LOW,Ord_1971
55938,2012-02-07,NOT SPECIFIED,Ord_1972
56515,2011-05-27,MEDIUM,Ord_1973
56768,2011-07-27,CRITICAL,Ord_1974
56900,2011-11-26,NOT SPECIFIED,Ord_1975
57056,2012-08-11,LOW,Ord_1976
58372,2011-02-04,LOW,Ord_1977
59270,2010-11-01,HIGH,Ord_1978
59619,2010-02-13,NOT SPECIFIED,Ord_1979
59781,2012-12-12,NOT SPECIFIED,Ord_1980
132,2010-10-06,MEDIUM,Ord_1981
258,2010-12-28,CRITICAL,Ord_1982
325,2010-10-16,LOW,Ord_1983
2084,2010-03-16,HIGH,Ord_1984
3332,2009-04-11,CRITICAL,Ord_1985
3397,2009-06-22,MEDIUM,Ord_1986
3589,2009-05-25,HIGH,Ord_1987
3905,2010-12-20,NOT SPECIFIED,Ord_1988
4033,2010-01-06,LOW,Ord_1989
4773,2011-12-22,CRITICAL,Ord_1990
5189,2010-11-25,LOW,Ord_1991
5510,2010-07-01,MEDIUM,Ord_1992
6369,2009-12-19,HIGH,Ord_1993
6373,2012-01-23,NOT SPECIFIED,Ord_1994
6465,2011-12-08,LOW,Ord_1995
7297,2009-09-14,HIGH,Ord_1996
7751,2012-12-23,NOT SPECIFIED,Ord_1997
8422,2009-04-14,MEDIUM,Ord_1998
10245,2011-02-13,MEDIUM,Ord_1999
11008,2009-02-24,CRITICAL,Ord_2000
13472,2011-10-26,CRITICAL,Ord_2001
